,user_id,age,gender,country,subscription_type,playlist_count,playlist_followers_count,playlist_genre,artist_count,artist_followers_count,top_artist_genre,song_count,song_genre,album_count,album_genre,skip_rate,play_time,session_count,session_duration,churn
2598,2598,53,Male,Germany,Free,42,15314,Hip Hop,428,122973,EDM,7006,Rock,933,Classical,0.5438223617203892,20731,85,996,0
2599,2599,51,Female,Australia,Premium,56,3428,EDM,477,201886,Hip Hop,14,Rock,608,Rock,0.09191728840762892,3398,78,868,0
2600,2600,29,Non-binary,France,Free,14,35010,Pop,468,525575,EDM,2708,Rock,167,EDM,0.3533960582958352,12554,48,627,0
2601,2601,20,Male,Germany,Student,65,48224,Hip Hop,256,932373,EDM,9347,EDM,116,Pop,0.46303479885689325,20544,42,556,0
2602,2602,63,Female,US,Free,41,64487,Classical,214,487135,Hip Hop,1802,Rock,130,Pop,0.5165733519240902,17210,81,476,0
2603,2603,59,Female,US,Free,48,26675,Rock,65,302410,Pop,9085,EDM,95,Hip Hop,0.2551148446443082,23749,88,746,1
2604,2604,51,Non-binary,Canada,Student,45,84205,Rock,7,294390,Classical,9129,Pop,103,Hip Hop,0.5081528528827629,1134,28,465,0
2605,2605,52,Male,France,Free,66,77138,Classical,178,480817,Hip Hop,322,EDM,137,Rock,0.9111131541960739,11428,12,660,1
2606,2606,19,Female,France,Free,94,78166,Classical,326,438078,EDM,2917,Classical,568,Pop,0.3238780684741067,20156,98,390,0
2607,2607,38,Female,Germany,Family,4,52730,Pop,91,618212,Hip Hop,1629,Classical,940,Pop,0.7239881755741172,35802,5,720,0
2608,2608,57,Male,UK,Student,88,39048,Classical,483,641203,EDM,1623,Rock,612,Classical,0.9167587471795979,9418,10,999,0
2609,2609,29,Male,Australia,Student,53,43042,Rock,199,45,Rock,3802,Hip Hop,8,Pop,0.6492654025345951,33649,37,363,0
2610,2610,18,Female,Germany,Free,87,85766,Classical,434,479071,Hip Hop,5876,Classical,949,Classical,0.21602455504245033,11784,87,885,0
2611,2611,62,Non-binary,UK,Free,32,30826,Hip Hop,257,365235,Hip Hop,6349,Rock,75,Pop,0.2580398082053349,266,13,373,0
2612,2612,32,Female,Canada,Student,56,65104,Pop,169,262051,Pop,6284,Pop,644,EDM,0.46931136526174444,17682,67,164,0
2613,2613,52,Female,Australia,Free,79,50544,Hip Hop,24,944411,Rock,2002,Classical,819,Hip Hop,0.3355259078733498,10944,35,808,0
2614,2614,30,Non-binary,UK,Family,70,15567,Classical,155,343887,Pop,7521,Hip Hop,435,Rock,0.4081545194686883,3860,47,284,0
2615,2615,62,Female,Germany,Family,55,15184,Rock,75,660908,Hip Hop,1131,Pop,205,Classical,0.13011301429208855,17646,52,425,0
2616,2616,42,Female,Canada,Premium,42,42508,Classical,492,828226,Classical,8409,Classical,526,Rock,0.2874156445098276,42906,50,307,0
2617,2617,52,Female,France,Premium,28,43978,Classical,422,499413,Pop,9513,Hip Hop,868,Rock,0.909722129890724,1800,58,72,0
2618,2618,51,Non-binary,Canada,Family,36,94891,Pop,184,647587,Pop,2822,Pop,284,EDM,0.9660431064988614,11921,72,10,0
2619,2619,46,Non-binary,Australia,Student,33,46268,Rock,477,889036,Rock,7009,Hip Hop,811,Rock,0.1453685911312711,22779,39,320,0
2620,2620,57,Female,France,Student,91,26149,Hip Hop,11,147381,Rock,2880,Pop,390,Pop,0.056842749942772386,49996,23,266,0
2621,2621,24,Non-binary,Germany,Free,34,5256,Pop,415,17531,Classical,3973,Pop,752,EDM,0.8459654207917574,29582,43,588,0
2622,2622,52,Male,US,Student,27,3290,EDM,220,624155,Pop,3404,Classical,773,EDM,0.952947869387127,38159,29,828,0
2623,2623,36,Male,Canada,Family,51,38518,Pop,176,457608,Rock,8538,Rock,373,Rock,0.8409926034126073,361,16,986,0
2624,2624,32,Non-binary,Canada,Free,91,7799,Classical,23,23820,Rock,2862,Pop,828,Pop,0.32782556665773555,31560,16,734,0
2625,2625,55,Male,Australia,Family,84,71007,Pop,474,411074,Pop,2729,Rock,656,EDM,0.3553334784861527,37206,10,539,0
2626,2626,29,Male,UK,Family,96,64609,Classical,20,888646,Hip Hop,5236,Hip Hop,221,Rock,0.38068726488178384,36238,92,735,0
2627,2627,19,Female,Canada,Premium,9,72170,Hip Hop,401,817045,Pop,9044,Classical,770,Classical,0.24606300461484332,22578,8,265,1
2628,2628,64,Female,Australia,Family,40,22651,Hip Hop,92,364853,Rock,4575,EDM,648,EDM,0.014382427704131229,23152,3,221,0
2629,2629,43,Non-binary,UK,Free,83,30156,Pop,302,368646,EDM,8470,Pop,8,Hip Hop,0.5398930132484898,18647,14,611,0
2630,2630,19,Non-binary,US,Student,33,63838,Classical,405,666714,Pop,7017,Pop,351,Classical,0.8627025404598183,14967,54,888,0
2631,2631,50,Female,Germany,Free,50,50649,Classical,163,580708,Rock,8094,Hip Hop,55,EDM,0.8629293248643691,30985,83,638,0
2632,2632,35,Female,France,Student,91,21743,Pop,248,781301,Hip Hop,8458,Pop,63,Hip Hop,0.6585268428539411,11718,48,53,0
2633,2633,46,Female,France,Family,57,79537,Hip Hop,34,850695,Pop,2464,Pop,520,EDM,0.9682786372429025,12665,88,597,0
2634,2634,42,Female,Canada,Free,85,6045,Hip Hop,266,778737,Classical,2297,EDM,92,EDM,0.13176394081830756,7503,13,732,0
2635,2635,38,Male,Germany,Student,17,4330,Pop,311,292250,Pop,7346,Pop,875,Hip Hop,0.6334521798935439,7613,58,291,0
2636,2636,55,Male,Canada,Student,97,64444,Hip Hop,185,434734,Classical,7030,EDM,778,Hip Hop,0.4434033966666283,41563,60,57,0
2637,2637,56,Non-binary,France,Family,16,15820,Classical,299,223916,Classical,3192,Pop,416,EDM,0.11066955102147524,17282,7,84,0
2638,2638,31,Male,France,Family,18,4832,Hip Hop,255,512265,Pop,8974,Pop,768,Classical,0.9722565998000426,26675,37,774,0
2639,2639,21,Male,Australia,Family,72,49355,Classical,363,305471,Rock,8932,Classical,573,Classical,0.6792666117269729,11364,69,24,0
2640,2640,26,Male,France,Free,34,21367,Pop,58,433291,Pop,2903,Rock,941,Classical,0.3460784855240753,41049,18,166,0
2641,2641,43,Male,Australia,Premium,3,25413,Hip Hop,160,896990,Rock,9763,EDM,507,Pop,0.42889746796322803,46890,42,374,0
2642,2642,38,Non-binary,Germany,Family,66,19499,Classical,315,521286,Hip Hop,5212,Classical,458,Rock,0.8961188145468424,46006,99,173,0
2643,2643,57,Female,US,Student,92,90350,Pop,373,874807,Hip Hop,4902,Classical,298,Hip Hop,0.38660912098316025,7231,42,981,1
2644,2644,44,Non-binary,US,Student,86,13850,Hip Hop,153,780140,Pop,7439,Classical,5,Classical,0.9340641119935436,39081,94,277,0
2645,2645,29,Male,Canada,Free,65,12369,Classical,65,490882,Rock,5260,Rock,613,Hip Hop,0.1511714100093584,2211,7,962,0
2646,2646,57,Non-binary,Australia,Premium,59,29984,Hip Hop,381,540463,Classical,3837,Pop,533,EDM,0.07930315407249366,13110,34,794,0
2647,2647,24,Female,Germany,Family,16,127,Classical,448,16440,EDM,1628,Pop,804,Classical,0.12730527765444355,46816,78,165,0
2648,2648,57,Male,Australia,Free,40,98641,Hip Hop,102,851358,Classical,9144,Hip Hop,294,Rock,0.7570388599816683,31437,17,314,0
2649,2649,32,Non-binary,UK,Student,91,25116,Classical,35,71365,Rock,3345,Pop,893,Rock,0.49613884962789034,48562,53,534,0
2650,2650,38,Female,Canada,Family,63,60421,EDM,143,773122,Rock,2770,Pop,791,Pop,0.276606866355552,6010,42,253,0
2651,2651,30,Male,France,Premium,83,62735,Rock,0,74713,Classical,1392,EDM,840,Hip Hop,0.8459681428760113,11823,50,234,0
2652,2652,28,Male,UK,Premium,30,53905,Rock,344,849015,Hip Hop,5087,Pop,591,EDM,0.5674452579333631,47816,62,361,0
2653,2653,47,Male,Germany,Student,1,99155,Rock,171,530228,Hip Hop,1163,Hip Hop,702,Pop,0.3252412494242216,4711,12,498,0
2654,2654,64,Male,Germany,Premium,91,39439,Hip Hop,276,430612,Hip Hop,7965,EDM,216,EDM,0.2471052676284491,5144,6,191,0
2655,2655,26,Female,Canada,Free,22,4394,Hip Hop,41,886782,Rock,849,Classical,573,Hip Hop,0.4477136740725933,19206,76,346,0
2656,2656,43,Female,Australia,Student,62,71026,Pop,32,804993,EDM,4027,Hip Hop,552,Rock,0.5642169055823383,28618,87,346,0
2657,2657,34,Female,US,Family,19,71565,Rock,466,738790,Pop,1634,EDM,338,EDM,0.6672329938593308,49696,6,663,0
2658,2658,58,Male,UK,Family,58,63366,Hip Hop,311,114841,Hip Hop,4022,Rock,458,Hip Hop,0.12250142355642835,38120,59,194,0
2659,2659,59,Male,Germany,Family,33,12024,Classical,330,965524,EDM,5542,EDM,323,Rock,0.11163789678353397,26919,42,190,0
2660,2660,33,Non-binary,Germany,Family,40,74301,Classical,346,814899,Hip Hop,633,Pop,190,Hip Hop,0.5316965790817949,21874,92,637,0
2661,2661,49,Non-binary,US,Family,94,40070,Hip Hop,164,867792,EDM,1018,Hip Hop,139,EDM,0.8827157935273621,36521,94,84,1
2662,2662,50,Female,Germany,Premium,85,96519,Rock,164,767082,Pop,6838,Rock,783,Classical,0.6718531068975836,1495,2,664,0
2663,2663,54,Female,UK,Student,63,60481,Rock,322,792771,EDM,9779,Classical,102,Hip Hop,0.8382787023450823,44071,94,338,0
2664,2664,20,Female,Canada,Free,7,46667,EDM,391,882502,EDM,8575,Hip Hop,270,Rock,0.953267311666272,15924,58,807,0
2665,2665,18,Male,Australia,Free,52,51409,Classical,219,953920,Rock,9032,Classical,280,Rock,0.9298379646174755,10471,25,899,1
2666,2666,26,Female,UK,Family,50,98959,EDM,334,656364,Hip Hop,8472,EDM,320,Classical,0.9926037125715103,36083,82,210,1
2667,2667,19,Non-binary,US,Family,95,27229,Classical,108,976697,Pop,4158,Hip Hop,371,Hip Hop,0.6091689914430627,47683,32,804,0
2668,2668,34,Male,Canada,Premium,71,44350,Classical,438,761513,EDM,8961,EDM,890,Classical,0.7759421336221567,40194,15,281,0
2669,2669,58,Non-binary,UK,Student,87,83198,Rock,59,328889,Classical,1594,Hip Hop,922,Pop,0.24552132702496798,24738,43,138,0
2670,2670,58,Non-binary,France,Free,5,12760,EDM,106,804027,Pop,7399,Pop,645,Rock,0.6119197141636917,26819,42,577,0
2671,2671,64,Non-binary,Canada,Family,67,76471,Rock,347,198674,EDM,5929,Pop,22,Hip Hop,0.8627889186488574,214,99,190,1
2672,2672,40,Non-binary,UK,Premium,63,49029,EDM,138,360196,Rock,4864,Pop,195,Pop,0.9011953344788757,46308,40,472,1
2673,2673,52,Male,Canada,Premium,18,58498,EDM,78,567088,Classical,481,EDM,775,Hip Hop,0.4988465350840715,46391,56,190,0
2674,2674,38,Non-binary,France,Student,38,61065,Hip Hop,5,900921,Classical,4988,Pop,559,Rock,0.4124269070785187,34503,92,812,0
2675,2675,18,Non-binary,Canada,Family,84,95378,Pop,476,274909,Pop,3744,Hip Hop,73,EDM,0.9966658970223521,31869,26,819,0
2676,2676,64,Male,Australia,Student,77,60487,Classical,62,57466,Hip Hop,9977,Classical,77,Pop,0.5876839059531284,17249,1,676,0
2677,2677,55,Male,France,Family,40,49801,Pop,60,140466,Pop,3612,Classical,689,EDM,0.7877866036372843,32232,60,551,0
2678,2678,31,Non-binary,Australia,Premium,36,13125,Classical,273,255333,Pop,9027,Classical,119,Pop,0.24999478910307638,6831,76,87,1
2679,2679,44,Female,UK,Free,45,73535,Hip Hop,249,139949,Hip Hop,7642,Hip Hop,44,Pop,0.8011901804701851,10455,26,757,1
2680,2680,41,Male,Canada,Premium,87,45537,Classical,323,285403,Pop,3926,Hip Hop,661,Hip Hop,0.2582374456650107,35119,33,319,0
2681,2681,45,Male,Germany,Free,52,56571,Pop,126,600908,Hip Hop,9680,EDM,478,Classical,0.8018280258110083,6351,46,414,0
2682,2682,47,Female,Canada,Student,17,57067,Rock,469,702973,Hip Hop,2351,Classical,555,Classical,0.23806886163752472,21868,58,355,0
2683,2683,28,Non-binary,France,Student,95,73706,Pop,299,406277,Classical,825,Classical,979,EDM,0.2366194369819291,2381,4,177,1
2684,2684,33,Non-binary,Germany,Family,16,60023,Classical,37,829152,EDM,7478,Hip Hop,70,Hip Hop,0.7355264384187638,44206,32,675,0
2685,2685,31,Non-binary,UK,Student,69,96157,Pop,114,306601,Classical,1745,Classical,937,Rock,0.1847815494679278,46228,72,31,0
2686,2686,26,Non-binary,Australia,Free,63,34239,Classical,422,522333,Classical,1086,EDM,893,EDM,0.15103786566167665,47650,53,712,0
2687,2687,55,Non-binary,UK,Free,20,9329,Hip Hop,97,273828,EDM,695,EDM,734,Pop,0.0711098098256614,46697,44,45,0
2688,2688,45,Male,Germany,Student,61,19013,Rock,83,325265,Classical,6719,EDM,701,Classical,0.4786785956770382,8277,54,264,0
2689,2689,53,Non-binary,Australia,Premium,71,28339,Classical,262,853890,Pop,8316,Hip Hop,322,Pop,0.4107016129549119,32529,69,187,1
2690,2690,52,Male,Germany,Premium,63,88335,EDM,394,207203,Classical,8006,Pop,285,EDM,0.5375457110557433,11650,0,243,0
2691,2691,23,Female,US,Free,67,11754,Pop,343,768075,Rock,3849,Classical,577,EDM,0.5656275735364614,41785,2,689,0
2692,2692,54,Non-binary,UK,Free,54,59912,Classical,6,683252,EDM,6242,Classical,651,Rock,0.2343690119842745,35929,7,255,0
2693,2693,47,Non-binary,Australia,Premium,50,62358,Pop,151,946909,Rock,5466,EDM,828,Hip Hop,0.407978292177159,10942,69,680,0
2694,2694,40,Female,Canada,Premium,95,78206,Classical,79,8281,EDM,4825,Classical,602,Rock,0.20581065188616,41252,52,942,0
2695,2695,44,Male,Germany,Free,37,1899,EDM,305,840456,Rock,6812,Hip Hop,702,Hip Hop,0.7061943787690492,47566,76,552,1
2696,2696,47,Female,Australia,Premium,36,87090,Rock,360,576756,Hip Hop,6520,Rock,139,Hip Hop,0.8959643511870985,17832,71,450,0
2697,2697,57,Female,France,Student,70,60820,Classical,32,387107,EDM,8516,Hip Hop,611,Hip Hop,0.6567361839883722,6494,10,275,0
2698,2698,44,Non-binary,France,Free,58,17952,Pop,425,861977,Pop,8932,Pop,174,Hip Hop,0.9287394327065297,24020,48,394,0
2699,2699,22,Non-binary,France,Student,42,95357,Classical,128,471506,EDM,2523,Rock,259,Hip Hop,0.2114931622595334,13848,71,450,0
2700,2700,22,Non-binary,France,Family,43,79993,Rock,92,714771,Hip Hop,8104,EDM,274,EDM,0.7493671741734028,28560,16,70,0
2701,2701,60,Female,Germany,Free,76,57326,Rock,200,694352,Rock,7381,EDM,131,Rock,0.16137534933603648,29345,67,254,0
2702,2702,61,Non-binary,Canada,Free,56,43148,Rock,346,156031,EDM,5745,Classical,882,EDM,0.8410509356315297,34992,22,332,1
2703,2703,48,Female,Germany,Premium,80,97293,Pop,324,654301,Pop,3761,Rock,70,Hip Hop,0.513626416445103,41650,63,37,0
2704,2704,39,Female,Australia,Free,41,1402,Classical,376,493136,Rock,8256,Classical,235,Rock,0.8620668524766484,33944,9,536,0
2705,2705,31,Male,Canada,Free,85,93536,Hip Hop,281,93422,Pop,3653,Rock,788,Hip Hop,0.4785403865779323,43903,1,451,0
2706,2706,21,Female,UK,Family,53,35813,Classical,323,722199,Hip Hop,2342,Hip Hop,416,Classical,0.9354381750824763,40123,27,990,0
2707,2707,41,Female,US,Family,61,23328,Classical,182,490518,Classical,1784,Pop,722,Rock,0.5743223478431103,49926,91,95,0
2708,2708,57,Male,US,Family,13,47325,EDM,347,529757,Classical,6802,Classical,677,Pop,0.7673629385900524,8761,53,300,0
2709,2709,52,Non-binary,Germany,Student,58,42940,Rock,303,203011,Hip Hop,129,EDM,881,EDM,0.9853912713076622,43308,37,100,1
2710,2710,46,Female,Germany,Free,39,33965,Hip Hop,230,417304,Rock,2345,Hip Hop,590,Hip Hop,0.1812214277740387,12164,7,393,1
2711,2711,60,Male,Canada,Student,7,53797,EDM,428,585500,Pop,6357,Pop,18,Hip Hop,0.17191996188327918,47239,95,358,0
2712,2712,52,Non-binary,UK,Student,78,6785,Pop,445,50883,Pop,9017,EDM,540,Classical,0.40300056173103493,9461,55,404,0
2713,2713,25,Non-binary,Australia,Premium,3,81271,Classical,0,986030,Rock,4827,EDM,968,Hip Hop,0.2601019137844217,24431,17,991,0
2714,2714,46,Non-binary,UK,Premium,42,96682,Pop,435,718282,Rock,6190,EDM,126,Hip Hop,0.08258183776724759,30557,93,88,0
2715,2715,53,Female,Germany,Free,50,3117,Hip Hop,367,460004,Hip Hop,195,Pop,978,Pop,0.8908239087818729,16545,39,610,0
2716,2716,57,Non-binary,UK,Free,90,79929,Classical,440,469879,EDM,7967,Hip Hop,287,Classical,0.8024912920800319,27340,9,150,0
2717,2717,56,Female,France,Student,47,34984,Rock,119,369063,Pop,6810,Classical,831,Hip Hop,0.44966425785506337,33957,78,285,1
2718,2718,51,Non-binary,UK,Student,32,47226,Hip Hop,118,513659,Classical,67,Pop,55,Rock,0.8353321428140354,47118,61,221,1
2719,2719,47,Female,Germany,Student,78,92138,Classical,446,28713,Pop,7518,Pop,600,Classical,0.701393802036089,28475,20,204,0
2720,2720,21,Non-binary,Germany,Family,97,48104,Classical,95,614934,EDM,453,EDM,825,Pop,0.3493317946019352,29,60,633,0
2721,2721,49,Non-binary,Canada,Free,4,54448,Hip Hop,125,102093,Hip Hop,6481,Classical,814,Classical,0.765980430992998,26797,35,686,1
2722,2722,19,Female,France,Free,76,76398,Pop,112,257687,Pop,7326,EDM,675,Pop,0.36528281174044674,23502,5,44,0
2723,2723,56,Female,France,Student,72,72743,Classical,284,261535,Rock,5105,Rock,799,Hip Hop,0.5015105169595888,28608,10,485,0
2724,2724,21,Female,UK,Premium,49,89446,EDM,254,701353,Rock,4624,Rock,809,EDM,0.08658679014432258,39258,64,315,0
2725,2725,23,Female,Australia,Premium,86,40403,Pop,260,541235,Rock,9163,EDM,628,EDM,0.2827254208429487,14050,59,314,0
2726,2726,19,Non-binary,Canada,Student,94,49313,Pop,259,512071,Classical,6409,EDM,457,Pop,0.9049593301552952,1248,44,788,0
2727,2727,58,Female,UK,Student,66,13509,Hip Hop,164,840448,Hip Hop,2313,Classical,579,Classical,0.982238537851999,44380,30,392,0
2728,2728,64,Non-binary,France,Free,54,68699,Pop,366,520931,Pop,1896,Classical,704,Pop,0.45942165361959053,945,85,62,0
2729,2729,38,Female,UK,Free,2,3760,Rock,106,295333,Rock,5283,Pop,78,Pop,0.7363009051472171,9217,74,645,0
2730,2730,44,Male,UK,Student,29,56153,Rock,205,416960,Pop,8970,Classical,673,EDM,0.09403420911394555,5942,75,658,0
2731,2731,33,Female,Canada,Student,64,3808,Rock,337,473838,Rock,3385,Rock,420,Hip Hop,0.580965396006757,12051,96,687,0
2732,2732,45,Female,Australia,Free,50,69874,Classical,474,414558,Classical,8179,Classical,874,Rock,0.29244295129671805,40210,76,549,1
2733,2733,36,Non-binary,Canada,Family,89,38901,Rock,224,320198,Hip Hop,7614,Classical,364,Rock,0.8559174516835618,6921,76,491,0
2734,2734,34,Female,France,Student,68,61264,Classical,386,365452,Pop,8196,Pop,206,Classical,0.8578670806650662,29922,87,210,1
2735,2735,28,Non-binary,Australia,Premium,79,75230,Pop,409,235285,Hip Hop,8841,Pop,447,Classical,0.28116693577027707,38039,82,11,0
2736,2736,43,Female,Canada,Family,15,40559,Classical,173,841561,Rock,4364,Pop,297,Pop,0.5248084711782168,27852,46,19,1
2737,2737,52,Non-binary,Australia,Family,45,98297,Classical,154,341954,Hip Hop,4055,Hip Hop,874,Hip Hop,0.871018414132132,22081,72,467,0
2738,2738,24,Non-binary,Germany,Student,40,60662,Classical,317,691397,Hip Hop,524,Hip Hop,536,EDM,0.5544471622402091,40775,55,188,0
2739,2739,32,Female,US,Premium,93,12305,EDM,415,698146,Hip Hop,1264,Pop,641,EDM,0.7934162163407738,25965,24,861,0
2740,2740,49,Female,France,Premium,61,82352,Hip Hop,212,745646,Hip Hop,6434,Classical,591,Hip Hop,0.45820402763406565,13911,23,256,1
2741,2741,55,Female,UK,Student,75,61532,EDM,298,153198,EDM,2036,Pop,850,Pop,0.5831656838828505,22905,0,876,1
2742,2742,49,Female,Canada,Student,38,74229,EDM,61,124265,Rock,4647,EDM,55,Classical,0.6754020089846896,35628,63,251,0
2743,2743,27,Male,US,Family,33,40691,Hip Hop,365,317701,Pop,2171,Classical,782,Rock,0.8961766448169495,19404,55,317,0
2744,2744,26,Male,Australia,Premium,31,48724,Rock,463,763319,Rock,9272,EDM,869,Hip Hop,0.8607088315145369,133,7,894,0
2745,2745,23,Non-binary,US,Student,16,85938,Classical,159,386258,Pop,2902,Classical,230,Rock,0.18641297944479585,20725,89,421,0
2746,2746,28,Male,Germany,Family,45,25446,Classical,376,310977,EDM,2711,Pop,894,Classical,0.4483106200952546,6456,83,692,0
2747,2747,18,Non-binary,US,Free,93,13047,EDM,258,942321,Hip Hop,3917,Hip Hop,123,Rock,0.9972592489448643,41509,47,628,0
2748,2748,24,Female,Germany,Free,27,95932,EDM,450,327995,EDM,9814,Classical,752,EDM,0.43856085990685045,6118,77,601,0
2749,2749,57,Male,Canada,Premium,46,42405,Hip Hop,188,739207,Hip Hop,8575,Hip Hop,835,Pop,0.714989507870796,9870,48,874,0
2750,2750,28,Non-binary,UK,Student,52,97494,Hip Hop,342,1758,Rock,2499,EDM,982,EDM,0.4034972452456571,13786,55,875,0
2751,2751,43,Male,France,Free,65,26559,Hip Hop,444,749219,Classical,5019,EDM,538,Pop,0.1833631880108364,20412,14,761,0
2752,2752,28,Female,Germany,Family,96,50610,Hip Hop,156,651041,Classical,7065,Classical,749,Rock,0.3490670816350072,31274,11,570,1
2753,2753,38,Non-binary,Australia,Free,63,16434,Hip Hop,483,121697,Pop,3628,Hip Hop,639,Rock,0.8747672832394853,33277,82,11,1
2754,2754,28,Male,Australia,Family,1,58696,Pop,341,906304,EDM,6900,Classical,778,Rock,0.7344188315324005,48850,48,235,0
2755,2755,50,Male,UK,Family,78,82719,Pop,328,709560,Pop,6687,Rock,579,Hip Hop,0.07807492329557353,43310,25,434,0
2756,2756,49,Male,Germany,Student,90,60250,EDM,486,277206,Rock,856,Rock,834,Hip Hop,0.33004302391802054,3446,33,976,0
2757,2757,56,Non-binary,Germany,Family,50,27552,Classical,149,151581,EDM,335,Pop,354,Hip Hop,0.6076757128381356,10413,76,776,0
2758,2758,36,Female,Germany,Free,66,66582,EDM,156,243064,Hip Hop,6188,Rock,296,EDM,0.32051738724975076,28615,70,237,1
2759,2759,63,Non-binary,UK,Student,71,50706,Pop,494,839064,EDM,5036,Pop,172,Hip Hop,0.7206915867498412,17570,70,612,0
2760,2760,20,Non-binary,UK,Free,37,13376,Pop,186,790005,EDM,6971,Pop,635,Classical,0.6064845088991276,27259,60,753,0
2761,2761,51,Male,UK,Family,73,93383,Classical,17,668576,Pop,976,EDM,670,Hip Hop,0.9144879535840783,13940,43,884,0
2762,2762,45,Non-binary,France,Free,28,47635,Rock,278,486841,Pop,9208,Rock,272,Hip Hop,0.7271646048573878,7619,45,271,0
2763,2763,50,Non-binary,Australia,Student,62,3982,Pop,208,762483,Classical,9883,Rock,22,Hip Hop,0.8389101329441658,36452,95,308,0
2764,2764,43,Male,Australia,Family,31,63263,Hip Hop,93,329570,Rock,3933,Pop,792,Hip Hop,0.4751759241593666,46859,65,268,0
2765,2765,53,Male,US,Student,14,94980,Hip Hop,338,828705,Hip Hop,1826,Rock,285,Rock,0.1700683933910757,37904,1,575,0
2766,2766,61,Female,France,Premium,50,66480,Classical,63,501943,EDM,6065,Pop,803,Classical,0.35592448895049433,11865,34,361,0
2767,2767,28,Female,Canada,Student,58,27055,Rock,34,655550,Pop,1250,Classical,940,Rock,0.37276934200881395,21430,53,905,0
2768,2768,48,Female,US,Free,27,5217,EDM,110,769820,EDM,2847,Rock,395,Pop,0.7219417827744056,14589,64,698,1
2769,2769,61,Female,Australia,Free,1,57336,Classical,21,680882,Rock,1110,Classical,424,EDM,0.0897646579327589,34470,39,307,0
2770,2770,53,Non-binary,France,Student,1,154,EDM,342,450260,Classical,1617,Rock,544,Pop,0.3990198582462863,7805,22,387,1
2771,2771,54,Male,Australia,Premium,37,55080,Pop,335,843310,Rock,4479,Rock,165,Hip Hop,0.02359488110644159,1984,28,552,0
2772,2772,58,Male,Canada,Family,89,84095,Hip Hop,90,565884,EDM,7812,Classical,874,Rock,0.6956329469786646,26369,73,53,0
2773,2773,41,Female,UK,Family,4,49391,Hip Hop,233,311753,EDM,7519,Classical,436,Classical,0.8064131969699343,35869,8,827,0
2774,2774,62,Male,UK,Student,36,66811,Pop,360,256479,EDM,2783,Classical,151,Hip Hop,0.04262146274560774,18914,56,798,0
2775,2775,37,Male,UK,Student,0,42115,Pop,190,533400,Rock,7885,EDM,863,Rock,0.7141251450186735,1220,28,611,1
2776,2776,46,Non-binary,UK,Premium,90,23945,Pop,361,716084,Classical,2166,EDM,279,EDM,0.04783479291220627,27639,40,345,0
2777,2777,53,Female,US,Premium,34,83203,Rock,394,804266,Hip Hop,5747,Rock,598,Classical,0.9338804018428155,4774,58,796,1
2778,2778,61,Female,France,Student,55,11793,EDM,300,776470,Hip Hop,7875,Pop,479,Rock,0.9354070312018876,5549,9,478,0
2779,2779,35,Female,France,Premium,30,6178,Pop,74,211828,Pop,322,Hip Hop,381,EDM,0.25976567246715754,44601,91,230,0
2780,2780,29,Male,France,Free,59,93288,Classical,31,485085,Rock,9853,Rock,827,Classical,0.8867008025368596,40381,32,502,0
2781,2781,30,Non-binary,Canada,Student,35,1554,Rock,227,952231,Pop,7016,EDM,878,Rock,0.19530694940747395,1477,67,222,0
2782,2782,28,Male,Germany,Premium,13,85958,Rock,28,551625,EDM,3418,Classical,430,Rock,0.7048463420562422,22802,46,699,0
2783,2783,44,Male,France,Premium,20,58435,Pop,65,127114,EDM,6265,Hip Hop,32,Rock,0.9693493310801663,21438,96,394,0
2784,2784,46,Male,Australia,Premium,51,63217,EDM,318,409206,Pop,6731,Pop,741,Rock,0.5794237118066505,511,97,567,0
2785,2785,48,Non-binary,France,Family,46,52042,Hip Hop,262,649484,Classical,189,Rock,471,Hip Hop,0.4169577677398516,5836,68,571,1
2786,2786,42,Female,France,Student,27,39456,Hip Hop,282,638076,Classical,3160,EDM,182,Pop,0.13897511389634742,3066,93,495,1
2787,2787,64,Male,Canada,Family,25,11855,Pop,265,356426,EDM,3796,Pop,134,Classical,0.43350121674245434,25972,34,863,0
2788,2788,28,Male,US,Free,84,47719,Rock,72,775880,Classical,6277,Hip Hop,420,Rock,0.9723479666946817,29224,43,780,1
2789,2789,18,Female,Canada,Premium,57,79095,Pop,438,219287,Rock,7545,Rock,332,Hip Hop,0.7523261214158751,25191,27,936,0
2790,2790,18,Male,UK,Family,15,59042,Classical,52,699946,Classical,6830,Rock,69,Rock,0.5435090426428352,39064,90,888,0
2791,2791,40,Non-binary,US,Premium,90,64792,Hip Hop,187,421504,Rock,2016,Classical,561,Rock,0.7244774574458227,16401,59,74,1
2792,2792,33,Non-binary,Australia,Student,94,43497,EDM,269,378635,Pop,9528,Rock,53,Hip Hop,0.4316374973845615,48340,39,238,0
2793,2793,60,Non-binary,Germany,Free,22,19225,Classical,120,896367,Rock,8588,EDM,26,Rock,0.17447825443714204,14105,88,666,1
2794,2794,33,Female,France,Family,9,41830,Hip Hop,9,131618,Pop,7585,Hip Hop,369,Hip Hop,0.07756462537622444,12398,89,535,0
2795,2795,47,Female,France,Student,18,63417,Classical,137,149804,Classical,4224,EDM,887,Classical,0.05215704661164977,49640,25,103,1
2796,2796,61,Non-binary,France,Student,43,63629,Hip Hop,61,206043,Pop,1857,Classical,170,Hip Hop,0.954142960905992,34583,51,636,0
