user_id,age,gender,country,language,subscription_type,subscription_start_date,monthly_price,watch_time,watch_history,search_history,likes,dislikes,comments,views,ad_impressions,ad_clicks,payment_method,last_payment_date,churn
2982,24,female,Canada,English,Student,2019-11-18 23:52:13.346669344,14.99,462,news,sports,150,64,8,2441,248,43,paypal,2021-11-25 02:46:29.837967592,1
2983,22,male,UK,Mandarin,Family,2019-11-19 14:13:30.882176448,11.99,240,tv shows,music,257,98,50,6142,1,42,google pay,2021-11-25 08:21:47.781556304,1
2984,31,male,Canada,Spanish,Family,2019-11-20 04:34:48.417683552,11.99,191,news,movies,423,70,16,6033,121,21,debit card,2021-11-25 13:57:05.725145024,0
2985,47,female,USA,French,Student,2019-11-20 18:56:05.953190656,11.99,254,sports,comedy,324,21,46,9540,46,49,credit card,2021-11-25 19:32:23.668733744,0
2986,48,other,Canada,German,Individual,2019-11-21 09:17:23.488697760,24.99,196,movies,tv shows,314,67,2,8259,394,5,credit card,2021-11-26 01:07:41.612322464,1
2987,41,female,USA,Spanish,Family,2019-11-21 23:38:41.024204832,19.99,68,news,music,194,78,17,9121,43,48,google pay,2021-11-26 06:42:59.555911176,0
2988,49,female,Canada,Spanish,Individual,2019-11-22 13:59:58.559711936,11.99,195,music,music,240,13,9,2461,43,43,credit card,2021-11-26 12:18:17.499499896,0
2989,29,other,UK,French,Individual,2019-11-23 04:21:16.095219040,24.99,221,music,news,264,11,20,3199,280,34,paypal,2021-11-26 17:53:35.443088616,1
2990,31,female,Australia,German,Family,2019-11-23 18:42:33.630726144,24.99,581,sports,news,445,20,44,2993,495,50,debit card,2021-11-26 23:28:53.386677328,0
2991,49,female,USA,German,Student,2019-11-24 09:03:51.166233248,11.99,216,movies,tv shows,169,77,42,5085,424,12,paypal,2021-11-27 05:04:11.330266048,0
2992,52,female,Canada,French,Student,2019-11-24 23:25:08.701740352,14.99,116,music,sports,301,54,41,3943,202,6,google pay,2021-11-27 10:39:29.273854768,0
2993,21,male,Canada,Mandarin,Student,2019-11-25 13:46:26.237247456,19.99,544,news,news,196,24,22,8120,284,49,debit card,2021-11-27 16:14:47.217443488,0
2994,22,female,Canada,Mandarin,Family,2019-11-26 04:07:43.772754560,19.99,150,news,sports,408,32,33,8072,239,23,google pay,2021-11-27 21:50:05.161032200,0
2995,60,female,USA,English,Family,2019-11-26 18:29:01.308261664,14.99,306,sports,tv shows,344,89,32,3239,77,32,debit card,2021-11-28 03:25:23.104620920,0
2996,54,other,USA,Spanish,Individual,2019-11-27 08:50:18.843768768,19.99,378,news,comedy,52,7,2,228,2,18,paypal,2021-11-28 09:00:41.048209640,0
2997,57,other,USA,French,Individual,2019-11-27 23:11:36.379275872,19.99,259,news,sports,360,26,46,8656,247,12,google pay,2021-11-28 14:35:58.991798352,1
2998,36,male,UK,Mandarin,Family,2019-11-28 13:32:53.914782976,24.99,90,comedy,movies,66,15,0,3183,94,50,paypal,2021-11-28 20:11:16.935387072,0
2999,39,male,Canada,German,Individual,2019-11-29 03:54:11.450290048,14.99,330,music,music,347,17,49,5908,401,23,google pay,2021-11-29 01:46:34.878975792,0
3000,43,other,UK,French,Family,2019-11-29 18:15:28.985797152,24.99,212,comedy,tv shows,85,41,27,1264,173,21,google pay,2021-11-29 07:21:52.822564512,1
3001,52,other,Australia,Mandarin,Student,2019-11-30 08:36:46.521304256,19.99,175,movies,tv shows,71,91,40,699,348,2,debit card,2021-11-29 12:57:10.766153224,0
3002,23,other,UK,Mandarin,Individual,2019-11-30 22:58:04.056811360,11.99,452,sports,news,451,52,38,9270,426,3,paypal,2021-11-29 18:32:28.709741944,0
3003,30,male,Canada,Mandarin,Family,2019-12-01 13:19:21.592318464,14.99,349,sports,sports,139,25,17,6279,199,28,google pay,2021-11-30 00:07:46.653330664,1
3004,34,female,Canada,German,Student,2019-12-02 03:40:39.127825568,19.99,586,news,sports,310,32,10,4608,387,20,paypal,2021-11-30 05:43:04.596919376,0
3005,19,other,UK,Spanish,Family,2019-12-02 18:01:56.663332672,11.99,224,sports,comedy,385,3,35,8419,491,44,google pay,2021-11-30 11:18:22.540508096,1
3006,44,male,Canada,Spanish,Family,2019-12-03 08:23:14.198839776,11.99,226,sports,tv shows,206,38,14,8069,75,47,credit card,2021-11-30 16:53:40.484096816,1
3007,38,other,Australia,French,Individual,2019-12-03 22:44:31.734346880,11.99,252,comedy,music,13,46,45,5433,267,47,paypal,2021-11-30 22:28:58.427685536,0
3008,32,male,USA,French,Student,2019-12-04 13:05:49.269853984,19.99,159,news,movies,343,98,33,7846,476,18,credit card,2021-12-01 04:04:16.371274248,0
3009,40,female,Australia,English,Student,2019-12-05 03:27:06.805361088,19.99,328,comedy,music,189,13,46,9365,195,43,google pay,2021-12-01 09:39:34.314862968,0
3010,23,male,USA,Spanish,Student,2019-12-05 17:48:24.340868192,24.99,28,music,tv shows,253,32,28,6264,406,22,debit card,2021-12-01 15:14:52.258451688,0
3011,52,other,USA,French,Family,2019-12-06 08:09:41.876375264,19.99,428,comedy,sports,276,59,7,8107,210,38,paypal,2021-12-01 20:50:10.202040400,0
3012,29,other,USA,Spanish,Family,2019-12-06 22:30:59.411882368,19.99,304,movies,movies,204,96,21,6927,45,17,debit card,2021-12-02 02:25:28.145629120,0
3013,44,male,USA,Spanish,Family,2019-12-07 12:52:16.947389472,19.99,256,tv shows,news,317,17,30,7841,189,49,credit card,2021-12-02 08:00:46.089217840,1
3014,24,female,Canada,French,Family,2019-12-08 03:13:34.482896576,24.99,67,music,tv shows,479,74,44,1384,180,6,debit card,2021-12-02 13:36:04.032806560,1
3015,19,male,Australia,Spanish,Family,2019-12-08 17:34:52.018403680,11.99,204,movies,tv shows,310,19,8,8063,454,29,debit card,2021-12-02 19:11:21.976395272,0
3016,30,male,UK,French,Family,2019-12-09 07:56:09.553910784,24.99,417,movies,comedy,199,40,7,4835,305,24,credit card,2021-12-03 00:46:39.919983992,1
3017,30,female,UK,English,Family,2019-12-09 22:17:27.089417888,11.99,589,sports,movies,111,0,21,9003,355,20,credit card,2021-12-03 06:21:57.863572712,1
3018,51,other,Australia,German,Student,2019-12-10 12:38:44.624924992,14.99,580,news,movies,458,88,27,6543,256,37,google pay,2021-12-03 11:57:15.807161432,1
3019,42,male,USA,German,Individual,2019-12-11 03:00:02.160432096,24.99,101,sports,sports,51,18,18,2889,381,10,paypal,2021-12-03 17:32:33.750750144,0
3020,33,female,Canada,French,Family,2019-12-11 17:21:19.695939200,19.99,101,movies,news,12,7,46,3179,40,33,google pay,2021-12-03 23:07:51.694338864,0
3021,34,male,USA,Spanish,Family,2019-12-12 07:42:37.231446304,11.99,435,sports,comedy,436,81,3,2691,109,3,credit card,2021-12-04 04:43:09.637927584,0
3022,21,male,USA,Spanish,Family,2019-12-12 22:03:54.766953408,14.99,108,sports,music,109,33,15,9607,189,20,google pay,2021-12-04 10:18:27.581516296,0
3023,42,male,UK,Mandarin,Individual,2019-12-13 12:25:12.302460512,24.99,514,movies,sports,351,2,39,7713,360,14,paypal,2021-12-04 15:53:45.525105016,1
3024,44,other,USA,Mandarin,Family,2019-12-14 02:46:29.837967584,19.99,189,news,movies,212,67,33,7523,397,50,google pay,2021-12-04 21:29:03.468693736,0
3025,35,other,USA,German,Student,2019-12-14 17:07:47.373474688,24.99,32,movies,music,251,76,48,8887,365,19,credit card,2021-12-05 03:04:21.412282456,1
3026,22,male,Canada,English,Individual,2019-12-15 07:29:04.908981792,19.99,566,music,music,134,70,14,8759,491,5,credit card,2021-12-05 08:39:39.355871168,1
3027,31,other,Australia,French,Student,2019-12-15 21:50:22.444488896,11.99,184,sports,tv shows,301,53,40,3908,251,24,credit card,2021-12-05 14:14:57.299459888,1
3028,50,male,UK,English,Family,2019-12-16 12:11:39.979996000,19.99,45,comedy,comedy,128,43,44,4062,280,38,google pay,2021-12-05 19:50:15.243048608,0
3029,31,female,UK,English,Individual,2019-12-17 02:32:57.515503104,19.99,396,sports,comedy,332,59,11,818,191,20,paypal,2021-12-06 01:25:33.186637320,1
3030,27,male,Canada,French,Student,2019-12-17 16:54:15.051010208,24.99,374,news,sports,303,48,31,7986,210,8,google pay,2021-12-06 07:00:51.130226040,0
3031,22,other,UK,Mandarin,Student,2019-12-18 07:15:32.586517312,24.99,516,news,sports,368,32,30,7667,133,11,debit card,2021-12-06 12:36:09.073814760,0
3032,31,male,Australia,French,Family,2019-12-18 21:36:50.122024416,24.99,362,sports,tv shows,159,65,29,9075,172,5,paypal,2021-12-06 18:11:27.017403480,0
3033,48,female,USA,Mandarin,Family,2019-12-19 11:58:07.657531520,24.99,260,comedy,comedy,231,13,10,8458,72,12,debit card,2021-12-06 23:46:44.960992192,1
3034,41,male,UK,English,Family,2019-12-20 02:19:25.193038624,14.99,353,comedy,news,54,67,7,8116,340,21,paypal,2021-12-07 05:22:02.904580912,1
3035,43,other,Canada,German,Student,2019-12-20 16:40:42.728545728,14.99,134,news,tv shows,334,55,25,9781,441,16,credit card,2021-12-07 10:57:20.848169632,1
3036,54,female,UK,German,Family,2019-12-21 07:02:00.264052800,24.99,71,sports,movies,451,26,8,4749,160,30,debit card,2021-12-07 16:32:38.791758344,0
3037,33,other,USA,German,Family,2019-12-21 21:23:17.799559904,14.99,99,sports,comedy,479,100,9,2233,14,44,credit card,2021-12-07 22:07:56.735347064,1
3038,53,male,Canada,English,Individual,2019-12-22 11:44:35.335067008,14.99,125,tv shows,sports,179,72,41,4408,201,46,credit card,2021-12-08 03:43:14.678935784,0
3039,49,male,Canada,Mandarin,Family,2019-12-23 02:05:52.870574112,19.99,334,tv shows,comedy,285,21,33,91,283,34,paypal,2021-12-08 09:18:32.622524504,1
3040,50,other,Australia,English,Individual,2019-12-23 16:27:10.406081216,24.99,391,comedy,comedy,177,37,26,3191,411,35,google pay,2021-12-08 14:53:50.566113216,0
3041,33,other,Canada,German,Individual,2019-12-24 06:48:27.941588320,11.99,281,movies,sports,473,72,25,6731,231,35,paypal,2021-12-08 20:29:08.509701936,1
3042,56,female,Australia,Mandarin,Student,2019-12-24 21:09:45.477095424,11.99,271,movies,movies,6,1,14,4586,290,46,paypal,2021-12-09 02:04:26.453290656,1
3043,19,male,USA,French,Family,2019-12-25 11:31:03.012602528,14.99,509,news,music,119,87,17,2778,123,9,credit card,2021-12-09 07:39:44.396879368,1
3044,42,female,Canada,Mandarin,Individual,2019-12-26 01:52:20.548109632,19.99,195,tv shows,music,453,40,36,1670,269,46,google pay,2021-12-09 13:15:02.340468088,0
3045,41,male,Australia,German,Student,2019-12-26 16:13:38.083616736,11.99,169,tv shows,music,234,39,42,6671,142,17,credit card,2021-12-09 18:50:20.284056808,1
3046,38,female,UK,Mandarin,Student,2019-12-27 06:34:55.619123840,19.99,13,tv shows,sports,121,100,21,301,123,40,debit card,2021-12-10 00:25:38.227645528,1
3047,60,female,Canada,German,Family,2019-12-27 20:56:13.154630944,24.99,187,music,movies,429,86,45,957,443,28,debit card,2021-12-10 06:00:56.171234240,1
3048,23,female,Australia,English,Individual,2019-12-28 11:17:30.690138048,19.99,475,tv shows,sports,41,9,25,912,208,14,credit card,2021-12-10 11:36:14.114822960,0
3049,41,male,USA,German,Student,2019-12-29 01:38:48.225645120,11.99,558,news,comedy,198,44,8,9492,485,34,paypal,2021-12-10 17:11:32.058411680,1
3050,49,male,Canada,German,Individual,2019-12-29 16:00:05.761152224,11.99,289,comedy,music,232,2,48,3703,75,30,google pay,2021-12-10 22:46:50.002000392,0
3051,48,other,Canada,Spanish,Family,2019-12-30 06:21:23.296659328,14.99,239,music,news,365,90,13,2518,220,22,paypal,2021-12-11 04:22:07.945589112,1
3052,58,female,Canada,German,Individual,2019-12-30 20:42:40.832166432,11.99,4,comedy,music,472,66,33,2393,43,40,debit card,2021-12-11 09:57:25.889177832,0
3053,18,female,UK,English,Family,2019-12-31 11:03:58.367673536,14.99,188,comedy,movies,178,11,28,3567,434,19,paypal,2021-12-11 15:32:43.832766552,0
3054,41,other,Canada,German,Individual,2020-01-01 01:25:15.903180640,24.99,298,sports,comedy,105,90,35,4541,250,34,credit card,2021-12-11 21:08:01.776355264,1
3055,49,other,Canada,English,Family,2020-01-01 15:46:33.438687744,19.99,43,tv shows,news,210,4,8,8355,276,1,google pay,2021-12-12 02:43:19.719943984,0
3056,34,male,UK,English,Individual,2020-01-02 06:07:50.974194848,14.99,146,movies,sports,323,99,10,7514,220,9,credit card,2021-12-12 08:18:37.663532704,1
3057,59,female,Australia,English,Family,2020-01-02 20:29:08.509701952,19.99,382,movies,comedy,275,24,48,9890,146,25,credit card,2021-12-12 13:53:55.607121424,1
3058,43,male,UK,German,Individual,2020-01-03 10:50:26.045209056,14.99,108,sports,comedy,349,34,27,5985,493,34,credit card,2021-12-12 19:29:13.550710136,0
3059,35,other,Australia,English,Individual,2020-01-04 01:11:43.580716160,24.99,274,movies,comedy,239,47,6,3630,238,44,paypal,2021-12-13 01:04:31.494298856,0
3060,22,male,Canada,Mandarin,Family,2020-01-04 15:33:01.116223264,19.99,122,tv shows,sports,1,87,39,3251,393,21,google pay,2021-12-13 06:39:49.437887576,1
3061,35,male,UK,Mandarin,Family,2020-01-05 05:54:18.651730336,24.99,582,comedy,news,348,70,36,5587,106,23,google pay,2021-12-13 12:15:07.381476288,0
3062,22,male,Canada,Spanish,Individual,2020-01-05 20:15:36.187237440,14.99,42,music,movies,490,46,40,8138,290,39,debit card,2021-12-13 17:50:25.325065008,1
3063,36,other,UK,Spanish,Student,2020-01-06 10:36:53.722744544,14.99,313,music,movies,229,45,10,3545,371,49,credit card,2021-12-13 23:25:43.268653728,1
3064,49,male,UK,French,Family,2020-01-07 00:58:11.258251648,11.99,3,music,comedy,269,25,6,2472,160,21,google pay,2021-12-14 05:01:01.212242448,0
3065,35,other,UK,French,Individual,2020-01-07 15:19:28.793758752,19.99,451,tv shows,tv shows,142,7,36,9415,410,2,debit card,2021-12-14 10:36:19.155831160,0
3066,18,male,USA,Mandarin,Student,2020-01-08 05:40:46.329265856,19.99,485,sports,comedy,130,57,13,372,262,43,debit card,2021-12-14 16:11:37.099419880,1
3067,29,female,Canada,Mandarin,Family,2020-01-08 20:02:03.864772960,24.99,526,comedy,sports,159,1,12,472,14,6,google pay,2021-12-14 21:46:55.043008600,0
3068,56,other,Canada,French,Individual,2020-01-09 10:23:21.400280064,14.99,39,tv shows,tv shows,314,67,23,2976,410,30,debit card,2021-12-15 03:22:12.986597312,1
3069,48,female,UK,French,Student,2020-01-10 00:44:38.935787168,14.99,413,sports,music,262,3,30,1540,423,25,paypal,2021-12-15 08:57:30.930186032,1
3070,53,male,Canada,English,Individual,2020-01-10 15:05:56.471294272,24.99,383,tv shows,music,439,31,19,3174,378,46,paypal,2021-12-15 14:32:48.873774752,1
3071,43,male,USA,French,Student,2020-01-11 05:27:14.006801376,24.99,95,music,tv shows,180,46,25,4063,239,20,paypal,2021-12-15 20:08:06.817363472,1
3072,45,female,Canada,German,Individual,2020-01-11 19:48:31.542308480,14.99,132,news,comedy,149,79,42,3425,201,36,debit card,2021-12-16 01:43:24.760952184,0
3073,43,other,Canada,Mandarin,Student,2020-01-12 10:09:49.077815552,24.99,209,news,comedy,242,41,22,1261,461,25,credit card,2021-12-16 07:18:42.704540904,1
3074,60,other,USA,English,Student,2020-01-13 00:31:06.613322656,14.99,110,comedy,tv shows,437,35,41,1548,67,39,google pay,2021-12-16 12:54:00.648129624,1
3075,40,male,Australia,German,Individual,2020-01-13 14:52:24.148829760,14.99,174,music,comedy,308,24,50,5138,451,3,google pay,2021-12-16 18:29:18.591718336,0
3076,35,other,USA,French,Family,2020-01-14 05:13:41.684336864,19.99,369,music,comedy,255,2,37,6352,10,14,credit card,2021-12-17 00:04:36.535307056,1
3077,56,female,Canada,French,Student,2020-01-14 19:34:59.219843968,24.99,421,music,news,43,52,2,6994,499,46,debit card,2021-12-17 05:39:54.478895776,1
3078,43,female,Australia,Mandarin,Individual,2020-01-15 09:56:16.755351072,19.99,292,sports,news,113,66,29,930,36,4,debit card,2021-12-17 11:15:12.422484496,1
3079,40,other,Canada,Spanish,Individual,2020-01-16 00:17:34.290858176,24.99,483,tv shows,sports,478,9,50,4680,147,13,paypal,2021-12-17 16:50:30.366073208,0
3080,31,male,Canada,Mandarin,Individual,2020-01-16 14:38:51.826365280,14.99,336,sports,movies,83,100,5,465,377,39,debit card,2021-12-17 22:25:48.309661928,0
3081,39,other,USA,French,Student,2020-01-17 05:00:09.361872384,24.99,354,news,movies,461,80,37,3000,288,9,paypal,2021-12-18 04:01:06.253250648,0
3082,22,female,UK,Mandarin,Family,2020-01-17 19:21:26.897379488,14.99,497,tv shows,movies,83,67,37,8817,216,24,credit card,2021-12-18 09:36:24.196839360,1
3083,36,male,USA,Mandarin,Family,2020-01-18 09:42:44.432886592,11.99,434,sports,comedy,448,20,21,8899,445,2,paypal,2021-12-18 15:11:42.140428080,1
3084,34,female,Australia,Mandarin,Family,2020-01-19 00:04:01.968393696,19.99,395,comedy,tv shows,11,26,49,2816,274,24,google pay,2021-12-18 20:47:00.084016800,1
3085,56,other,Canada,English,Student,2020-01-19 14:25:19.503900800,14.99,36,movies,tv shows,135,6,27,2965,262,17,google pay,2021-12-19 02:22:18.027605520,1
3086,47,other,Australia,Spanish,Family,2020-01-20 04:46:37.039407872,11.99,182,movies,comedy,442,3,19,4272,211,40,paypal,2021-12-19 07:57:35.971194232,1
3087,50,other,Australia,Spanish,Student,2020-01-20 19:07:54.574914976,19.99,18,news,news,413,17,18,1273,400,39,credit card,2021-12-19 13:32:53.914782952,0
3088,56,other,UK,English,Student,2020-01-21 09:29:12.110422080,19.99,262,comedy,tv shows,357,14,30,1705,70,30,credit card,2021-12-19 19:08:11.858371672,0
3089,18,female,USA,Mandarin,Student,2020-01-21 23:50:29.645929184,24.99,139,comedy,tv shows,278,69,0,8934,43,0,credit card,2021-12-20 00:43:29.801960384,0
3090,34,male,USA,German,Individual,2020-01-22 14:11:47.181436288,24.99,209,tv shows,sports,4,47,12,8837,15,17,google pay,2021-12-20 06:18:47.745549104,1
3091,30,other,UK,Mandarin,Family,2020-01-23 04:33:04.716943392,19.99,61,tv shows,comedy,398,7,0,1143,383,21,credit card,2021-12-20 11:54:05.689137824,1
3092,31,other,UK,French,Individual,2020-01-23 18:54:22.252450496,14.99,600,sports,comedy,457,43,13,4571,485,12,credit card,2021-12-20 17:29:23.632726544,1
3093,53,male,Canada,German,Family,2020-01-24 09:15:39.787957600,19.99,497,movies,comedy,112,50,13,8069,12,29,debit card,2021-12-20 23:04:41.576315256,1
3094,19,male,Canada,German,Student,2020-01-24 23:36:57.323464704,24.99,490,comedy,music,23,78,32,9517,126,29,credit card,2021-12-21 04:39:59.519903976,1
3095,26,other,USA,Mandarin,Individual,2020-01-25 13:58:14.858971808,19.99,482,comedy,comedy,387,95,41,6263,60,13,credit card,2021-12-21 10:15:17.463492696,1
3096,53,other,UK,English,Family,2020-01-26 04:19:32.394478912,14.99,364,news,comedy,24,22,19,4638,64,0,google pay,2021-12-21 15:50:35.407081416,1
3097,44,male,UK,Spanish,Student,2020-01-26 18:40:49.929986016,14.99,600,comedy,comedy,155,52,39,8383,477,19,credit card,2021-12-21 21:25:53.350670128,0
3098,45,female,Australia,French,Family,2020-01-27 09:02:07.465493088,14.99,384,news,sports,33,48,36,1106,166,41,credit card,2021-12-22 03:01:11.294258848,0
3099,52,other,USA,English,Family,2020-01-27 23:23:25.001000192,11.99,284,music,music,274,17,26,7617,368,4,google pay,2021-12-22 08:36:29.237847568,0
3100,19,female,USA,Spanish,Family,2020-01-28 13:44:42.536507296,19.99,12,music,comedy,69,50,14,112,183,29,credit card,2021-12-22 14:11:47.181436280,1
3101,50,female,USA,French,Individual,2020-01-29 04:06:00.072014400,14.99,281,music,sports,297,16,1,8043,337,18,debit card,2021-12-22 19:47:05.125025000,1
3102,52,male,Australia,German,Individual,2020-01-29 18:27:17.607521504,11.99,562,news,music,326,36,20,479,292,19,paypal,2021-12-23 01:22:23.068613720,1
3103,25,male,USA,English,Student,2020-01-30 08:48:35.143028608,24.99,183,tv shows,comedy,288,78,19,7436,288,43,credit card,2021-12-23 06:57:41.012202440,0
3104,38,female,USA,English,Family,2020-01-30 23:09:52.678535712,24.99,191,news,comedy,389,72,11,1687,288,27,paypal,2021-12-23 12:32:58.955791152,1
3105,24,other,Canada,English,Family,2020-01-31 13:31:10.214042816,24.99,119,news,sports,167,15,7,4369,21,31,paypal,2021-12-23 18:08:16.899379872,1
3106,60,other,Australia,Mandarin,Individual,2020-02-01 03:52:27.749549920,14.99,428,news,comedy,169,15,17,7749,482,1,debit card,2021-12-23 23:43:34.842968592,1
3107,46,female,USA,French,Family,2020-02-01 18:13:45.285057024,11.99,179,sports,tv shows,457,61,21,7192,1,47,google pay,2021-12-24 05:18:52.786557304,1
3108,53,male,Australia,German,Family,2020-02-02 08:35:02.820564128,19.99,184,comedy,sports,395,18,37,5218,378,28,google pay,2021-12-24 10:54:10.730146024,0
3109,56,female,USA,German,Individual,2020-02-02 22:56:20.356071232,24.99,488,movies,news,252,43,44,1030,315,4,debit card,2021-12-24 16:29:28.673734744,1
3110,55,other,UK,Mandarin,Family,2020-02-03 13:17:37.891578336,19.99,262,music,movies,277,94,31,4922,434,3,paypal,2021-12-24 22:04:46.617323464,1
3111,50,male,UK,German,Family,2020-02-04 03:38:55.427085408,11.99,295,tv shows,movies,479,22,20,1087,263,23,credit card,2021-12-25 03:40:04.560912176,0
3112,30,other,UK,German,Individual,2020-02-04 18:00:12.962592512,14.99,59,movies,sports,264,87,36,9178,187,9,debit card,2021-12-25 09:15:22.504500896,1
3113,31,female,UK,Mandarin,Student,2020-02-05 08:21:30.498099616,14.99,457,news,movies,92,4,34,4117,29,1,debit card,2021-12-25 14:50:40.448089616,0
3114,22,male,Australia,German,Family,2020-02-05 22:42:48.033606720,19.99,582,tv shows,movies,134,53,18,4415,11,14,debit card,2021-12-25 20:25:58.391678328,0
3115,55,male,Canada,German,Family,2020-02-06 13:04:05.569113824,24.99,497,comedy,sports,214,53,1,7059,213,39,paypal,2021-12-26 02:01:16.335267048,1
3116,57,male,Canada,English,Individual,2020-02-07 03:25:23.104620928,19.99,385,news,comedy,364,100,5,8785,240,26,debit card,2021-12-26 07:36:34.278855768,0
3117,50,other,Australia,Mandarin,Individual,2020-02-07 17:46:40.640128032,24.99,10,movies,comedy,234,42,23,3410,39,9,google pay,2021-12-26 13:11:52.222444488,1
3118,58,male,Australia,German,Family,2020-02-08 08:07:58.175635136,14.99,534,news,comedy,257,47,26,1345,354,16,debit card,2021-12-26 18:47:10.166033200,0
3119,42,other,UK,English,Family,2020-02-08 22:29:15.711142240,19.99,307,tv shows,comedy,424,42,13,2388,63,10,paypal,2021-12-27 00:22:28.109621920,1
3120,39,other,Canada,German,Family,2020-02-09 12:50:33.246649344,19.99,26,news,sports,190,3,12,6595,303,27,credit card,2021-12-27 05:57:46.053210640,1
3121,39,female,UK,Spanish,Individual,2020-02-10 03:11:50.782156448,24.99,325,movies,movies,63,76,13,2232,471,24,credit card,2021-12-27 11:33:03.996799352,0
3122,32,other,Australia,Mandarin,Student,2020-02-10 17:33:08.317663552,19.99,67,comedy,news,53,95,39,4072,374,9,credit card,2021-12-27 17:08:21.940388072,1
3123,52,female,Australia,German,Individual,2020-02-11 07:54:25.853170624,11.99,102,news,music,429,99,8,113,22,27,google pay,2021-12-27 22:43:39.883976792,1
3124,40,female,USA,German,Student,2020-02-11 22:15:43.388677728,14.99,424,movies,movies,207,61,8,7068,319,8,google pay,2021-12-28 04:18:57.827565512,1
3125,27,female,Canada,German,Individual,2020-02-12 12:37:00.924184832,24.99,74,sports,sports,246,57,39,8113,328,17,debit card,2021-12-28 09:54:15.771154224,0
3126,19,female,UK,Mandarin,Student,2020-02-13 02:58:18.459691936,14.99,352,music,news,14,57,36,7398,55,18,google pay,2021-12-28 15:29:33.714742944,1
3127,22,male,Australia,Spanish,Individual,2020-02-13 17:19:35.995199040,24.99,452,comedy,movies,391,5,42,6857,142,14,credit card,2021-12-28 21:04:51.658331664,1
3128,40,male,Australia,Mandarin,Student,2020-02-14 07:40:53.530706144,14.99,391,news,comedy,186,78,26,2298,15,0,credit card,2021-12-29 02:40:09.601920376,0
3129,53,female,UK,French,Family,2020-02-14 22:02:11.066213248,14.99,396,sports,movies,130,40,2,4466,55,40,paypal,2021-12-29 08:15:27.545509096,0
3130,22,male,UK,French,Family,2020-02-15 12:23:28.601720352,19.99,161,comedy,sports,67,4,3,8771,362,29,google pay,2021-12-29 13:50:45.489097816,0
3131,38,other,Australia,French,Individual,2020-02-16 02:44:46.137227456,19.99,571,music,music,466,66,18,240,162,1,paypal,2021-12-29 19:26:03.432686536,1
3132,53,female,Canada,Spanish,Student,2020-02-16 17:06:03.672734560,24.99,277,movies,comedy,424,48,41,909,63,50,credit card,2021-12-30 01:01:21.376275248,1
3133,29,female,UK,German,Individual,2020-02-17 07:27:21.208241664,14.99,158,sports,movies,335,88,28,922,499,45,credit card,2021-12-30 06:36:39.319863968,1
3134,38,other,Canada,English,Family,2020-02-17 21:48:38.743748768,11.99,485,movies,tv shows,75,40,45,2223,136,46,credit card,2021-12-30 12:11:57.263452688,1
3135,34,other,UK,Mandarin,Family,2020-02-18 12:09:56.279255872,11.99,352,news,news,357,81,30,7616,461,37,paypal,2021-12-30 17:47:15.207041408,0
3136,43,female,UK,French,Student,2020-02-19 02:31:13.814762944,14.99,271,comedy,music,295,78,34,5299,46,25,google pay,2021-12-30 23:22:33.150630120,1
3137,48,female,USA,Mandarin,Individual,2020-02-19 16:52:31.350270048,14.99,105,movies,sports,385,43,11,9233,226,43,google pay,2021-12-31 04:57:51.094218840,1
3138,49,male,Canada,French,Individual,2020-02-20 07:13:48.885777152,11.99,500,music,comedy,420,79,4,905,478,7,debit card,2021-12-31 10:33:09.037807560,1
3139,48,other,Australia,German,Individual,2020-02-20 21:35:06.421284256,11.99,302,sports,sports,29,85,35,5168,69,21,google pay,2021-12-31 16:08:26.981396272,1
3140,23,other,UK,Mandarin,Individual,2020-02-21 11:56:23.956791360,14.99,177,tv shows,music,243,51,34,8730,288,29,paypal,2021-12-31 21:43:44.924984992,1
3141,50,female,Australia,German,Family,2020-02-22 02:17:41.492298464,19.99,578,sports,tv shows,331,69,11,8097,287,48,google pay,2022-01-01 03:19:02.868573712,0
3142,55,male,Australia,French,Student,2020-02-22 16:38:59.027805568,14.99,459,sports,sports,309,43,47,1758,313,47,google pay,2022-01-01 08:54:20.812162432,1
3143,32,male,Canada,French,Individual,2020-02-23 07:00:16.563312672,14.99,379,music,sports,409,99,14,8374,312,25,google pay,2022-01-01 14:29:38.755751144,0
3144,39,other,USA,English,Student,2020-02-23 21:21:34.098819776,11.99,543,comedy,news,322,4,5,4507,280,1,debit card,2022-01-01 20:04:56.699339864,0
3145,29,female,Canada,German,Individual,2020-02-24 11:42:51.634326880,11.99,244,tv shows,sports,378,96,38,8852,311,39,debit card,2022-01-02 01:40:14.642928584,1
3146,22,female,USA,German,Individual,2020-02-25 02:04:09.169833984,24.99,197,comedy,tv shows,464,84,14,1761,371,12,google pay,2022-01-02 07:15:32.586517296,0
3147,19,female,UK,Mandarin,Family,2020-02-25 16:25:26.705341088,11.99,336,comedy,tv shows,372,8,19,2016,139,40,paypal,2022-01-02 12:50:50.530106016,1
3148,47,female,USA,English,Family,2020-02-26 06:46:44.240848160,14.99,80,music,sports,6,65,3,9516,18,9,google pay,2022-01-02 18:26:08.473694736,1
3149,43,other,UK,Mandarin,Student,2020-02-26 21:08:01.776355264,14.99,63,music,tv shows,181,53,1,4666,470,36,debit card,2022-01-03 00:01:26.417283456,1
